burnup,enrichment,ac-227,ag-108m,ag-110m,am-241,am-242m,am-243,c-14,ce-144,cf-249,cf-251,cm-242,cm-243,cm-244,cm-245,cm-246,cs-134,cs-135,cs-137,eu-152,eu-154,cm-247,cm-248,eu-155,h-3,i-129,kr-85,nb-94,nb-95,np-237,pa-231,pu-239,pu-240,pu-241,pu-242,pd-107,pm-147,pu-238,pu-244,ra-226,ru-103,ru-106,sb-124,sb-125,se-79,sm-151,sn-126,th-229,th-230,th-232,u-232,sr-90,tc-99,u-233,u-234,u-235,u-236,u-238,y-90,zr-93,zr-95
11107.0,3.666,1.1834300707868708e-14,1.3781123525013768e-11,2.375982480054318e-08,3.439738079599651e-05,1.6598457966453543e-07,3.0792889553113373e-06,3.0635988237993666e-08,5.4694959369994906e-05,5.929252107266526e-17,3.550742598960356e-18,2.6823044536192727e-07,1.0202755452429032e-08,3.176481827889675e-07,8.582429510621983e-09,1.6107355929659226e-10,1.2977964116842293e-05,0.0002819168840518727,0.0004021374117893414,2.964025568314799e-08,3.4845482367387964e-06,7.480328212141607e-13,1.587432620496196e-14,1.4150084086623656e-06,1.591654112220517e-08,4.7879908817956485e-05,1.120126661440988e-05,2.543375550233627e-10,6.119968085349894e-07,0.00013910638446383773,3.125154261319877e-10,0.00494466183727927,0.0006985232306073054,0.00040163355155903215,3.563534704514238e-05,4.6728822790340835e-05,7.143712468835258e-05,1.89581179523608e-05,2.3455275796820885e-10,4.774612097967736e-14,2.0851392691070652e-08,1.878047143186425e-05,8.239607379728027e-11,2.9339257269904944e-06,1.7211890901392772e-06,1.1721756824168014e-05,5.919101265090026e-06,1.1495406560001866e-13,2.7896389636778214e-09,2.122483206411192e-09,1.307987439626899e-10,0.0002037491933896882,0.0002873184905091603,2.510737877250772e-09,0.00027469846433012126,0.026467939464787007,0.0022694262997356995,0.962941454109404,5.168347826327314e-08,0.00030238587587137777,5.18874155764321e-07
18230.8,3.157,1.2293605924858471e-14,5.0724232341379746e-11,8.953181799030864e-08,8.42350685127124e-05,5.013270247370862e-07,2.1661197865031073e-05,5.457463281494724e-08,8.518599740699837e-05,7.806828990009613e-15,9.51864951860162e-16,1.1161016235269272e-06,6.894316238357165e-08,3.816814109300952e-06,1.6195977456458013e-07,5.287996857632296e-09,3.375998977416981e-05,0.0003644925578515199,0.0006636968002365889,2.5322961042540025e-08,9.710305217935492e-06,4.001344511396888e-11,1.409460107382482e-12,2.9284910574740446e-06,2.792294527747195e-08,8.635590975163703e-05,1.6825317731827796e-05,6.300962503352378e-10,9.538976894802606e-07,0.0002599119327616128,3.335040524731439e-10,0.006442559290498077,0.0013481922950849873,0.0009907788686970382,0.00015228413892709626,0.00010705652638338797,0.00010211706613153353,6.032678558704302e-05,2.874906556984869e-09,3.6293724596056e-14,3.8298271390015626e-08,4.125547655976637e-05,2.41807034680555e-10,5.352724993206417e-06,2.7418522980530348e-06,1.3085444173891331e-05,1.1153160558281732e-05,2.3323783691802284e-13,2.0875096886345995e-09,2.917442085823008e-09,3.3120078841215336e-10,0.0003051492448372295,0.0004588975966744309,3.089163220565808e-09,0.0002082414658328896,0.017508780784514757,0.002945532974026028,0.9671812456217627,7.740484358319215e-08,0.0004787263936164735,8.087357552671907e-07
5875.0,3.473,2.824069446778406e-15,2.6497511377274532e-12,6.303097598455333e-09,7.053481985449914e-06,1.2961909970062984e-08,2.2761123243966892e-07,5.535872410447825e-08,4.98926787062708e-05,7.073335276607485e-20,1.873148933007506e-21,2.3140051787984104e-08,4.255520961945537e-10,1.1487319848533969e-08,1.5475013786779816e-10,1.626655721139197e-12,5.00316641068148e-06,0.00012214102757471373,0.0002146008127771746,8.861935345052532e-09,9.497912179368807e-07,3.655602737726112e-15,3.868015251148726e-17,7.257486723837727e-07,8.199258531508738e-09,2.3316829170671863e-05,5.386309231927149e-06,1.2053157716247556e-10,7.610886038093397e-07,5.2623344650664325e-05,1.1194993886166473e-10,0.002868431934799507,0.00031886112658369625,0.00010833104731310198,5.419310110605901e-06,1.8398856549427166e-05,4.979837695418331e-05,3.960115173584533e-06,1.4348559999038104e-11,1.6709415094199525e-14,2.2977289467932963e-08,1.0939494583421921e-05,5.532076614998827e-11,1.6667747092255587e-06,9.100594635876136e-07,7.584692129854991e-06,2.7981517207326017e-06,2.1399195466689593e-14,1.69760469065819e-09,1.1975744373722376e-09,2.241856447531686e-11,0.00011640084110182237,0.0001539963314519219,1.2702222956186597e-09,0.00028318548912725425,0.028824201683088378,0.001334007335789136,0.9652486354985932,2.9526498804890956e-08,0.00015896170851076622,6.453913328977125e-07
23558.0,3.234,2.0220261640453726e-14,9.34323877879014e-11,1.3612320339230514e-07,0.0001252253524201601,1.0318542371991206e-06,5.0751559376553984e-05,6.959018172161966e-08,8.102078482601054e-05,8.915172505996546e-14,1.3284635419010587e-14,2.3594078752550117e-06,1.8389809915450584e-07,1.1948550235228155e-05,6.45355709360991e-07,2.863939507166067e-08,4.9536184174940626e-05,0.00047493304926369493,0.000850987843967677,3.2789773302268315e-08,1.5927014903786964e-05,2.822551454096354e-10,1.2664519957866576e-11,4.335136452820565e-06,3.6664256233944325e-08,0.00011460071264335036,2.034193178976296e-05,8.598993346206372e-10,9.093152336146284e-07,0.00035810192412104563,4.813006789147209e-10,0.0071655605500668485,0.0017944107602983661,0.0012140387507901678,0.00026794286007316727,0.00015272448354694415,0.00010888795577654278,0.00011245123059557697,8.196550685333118e-09,5.471208637717623e-14,3.909260864398514e-08,4.718194890919346e-05,3.3991977726342975e-10,6.30829908069063e-06,3.4869444409891785e-06,1.4229973553579503e-05,1.5001518041249892e-05,6.172764699797026e-13,2.454449316470649e-09,3.5538212946332907e-09,6.410786011912053e-10,0.0003767377741990303,0.0005842183032904513,3.640594702659741e-09,0.00019665286003309364,0.015310216383672581,0.0034869393491937383,0.9663726809854989,9.556415523687181e-08,0.0006062590369793117,7.711362954025979e-07
25563.0,3.157,2.226282212274648e-14,1.197439318065888e-10,1.6925853622290268e-07,0.0001401549234618114,1.2164800088635546e-06,6.845273894588852e-05,7.862822716547858e-08,8.35624498599207e-05,2.4031136258454336e-13,3.855911400491204e-14,2.8332544665279114e-06,2.6392302976182236e-07,1.846733757181068e-05,1.1379745675316797e-06,5.3558388090727426e-08,5.8358325481738274e-05,0.0005173026022421998,0.0009224304053623722,3.2939075784773606e-08,1.9450179792184665e-05,6.015704656307087e-10,3.015441838513435e-11,5.039603109364656e-06,4.0249091740097226e-08,0.00012653987255643905,2.1458485487845817e-05,9.807026762453578e-10,9.186242624935938e-07,0.00039618213778760177,5.232857079275765e-10,0.007606680479578544,0.0019825422722815744,0.0013538306825118848,0.0003186443286361552,0.00017434641866167862,0.00011184855231643607,0.0001386683591916911,1.2313146602839833e-08,5.701510357014302e-14,4.023359330518515e-08,5.22388693390536e-05,4.035734324986805e-10,6.917726702456661e-06,3.752119672955534e-06,1.5191366371739313e-05,1.6710069354544393e-05,8.200128015942758e-13,2.4094087122869564e-09,3.720415508887562e-09,7.89292310279469e-10,0.0003988976614365577,0.0006279840911110782,3.7658416284096914e-09,0.00018546555924381359,0.013914748606917845,0.003584973831066339,0.9664666120514286,1.01185276986796e-07,0.0006548571364795734,7.787892003480529e-07
21587.0,4.94,1.6284674631466057e-14,4.20558557935495e-11,4.263142160213626e-09,6.933466456384224e-05,3.90632259770275e-07,1.943196676697352e-05,5.7813425036499294e-08,0.00011798552583191733,1.6271901759319596e-14,2.7202785875882837e-15,8.991894726432158e-07,6.41490439858979e-08,3.843870693559362e-06,1.8928161134112476e-07,7.2847703926903646e-09,4.2961438412273496e-05,0.0004432545247448206,0.0007935886412933076,3.428321193536523e-08,1.1745668404255884e-05,6.437220765360977e-11,2.668843360226859e-12,3.3624490867122867e-06,3.2201603944241554e-08,9.780783976661164e-05,1.7053031258597145e-05,7.613420970735111e-10,1.3486312580705413e-06,0.0003416131383768191,4.727969732004558e-10,0.007582301819616895,0.0013416798393617395,0.0008665857323549292,0.00012120834618516713,0.00010210426132759587,0.00012817926119367863,7.139147572207102e-05,3.212059215921946e-09,4.748353989380021e-14,5.005797594543585e-08,4.376607642299665e-05,3.5759786746975404e-10,5.993301949868871e-06,3.339292664273866e-06,1.7766590981862906e-05,1.2083059512688739e-05,3.008009452045348e-13,3.028253172040493e-09,4.063829959888715e-09,4.6308401360731505e-10,0.0003937432056587841,0.0005512567186850008,5.520216595455116e-09,0.00033397313123784285,0.030259436992758133,0.004296640381785927,0.9513487098191061,9.987778390072533e-08,0.0005535190350077435,1.1432450470794123e-06
19524.0,2.79,8.357278052063515e-15,6.406109311557078e-11,1.2343544220915857e-07,7.630351859200847e-05,4.2675017837145364e-07,3.2377411265010056e-05,5.7417933299741376e-08,0.0001019493889065126,2.154813758731944e-14,3.2536540441724526e-15,1.4157103641267487e-06,1.0234687924649246e-07,6.5496415423161145e-06,2.9216231176648055e-07,1.2781138803229047e-08,3.9757452981208064e-05,0.00028188327892646734,0.0007114831012271741,1.4933991822343664e-08,1.1398392526173796e-05,1.0310122534014482e-10,3.9281323101644825e-12,3.5189380244341816e-06,3.0453686590893316e-08,9.253238719185326e-05,1.4793125343093303e-05,7.468659829661529e-10,1.2716363821911422e-06,0.00025863811545777187,2.521312080506655e-10,0.006083614702465207,0.0015916783647755466,0.0009500860244305296,0.00019876382947095237,0.00012242232411482912,0.00011036199033200052,6.521230072391293e-05,5.815486457069061e-09,2.534403157681097e-14,5.473756809919893e-08,5.070671483929236e-05,3.7383330893841005e-10,5.9654651864321295e-06,2.8992200474022455e-06,1.1461497482640438e-05,1.220580627740626e-05,1.9202978101464093e-13,1.6207532193968928e-09,2.8997602654923658e-09,3.1940440051238567e-10,0.0003220748552184802,0.0004940600271900633,2.6205730100358543e-09,0.00017915668015056895,0.01353140818614747,0.0028372565907287266,0.971306981101275,8.169823414172576e-08,0.00048752221899638786,1.0784639034971882e-06
31035.0,3.666,3.537740504307543e-14,1.587143929059076e-10,1.9879658044564525e-07,0.00017291765596413468,1.6570477021154963e-06,9.492675446444652e-05,8.997209179256884e-08,8.496274486226099e-05,6.818401356020006e-13,1.1970452494855228e-13,3.854213872013929e-06,3.9963243727828774e-07,2.9186796733268198e-05,1.979199673637873e-06,1.109804149250389e-07,7.301769501838884e-05,0.0006603852095594888,0.0011144404469281377,3.9894576381394966e-08,2.5123452941568753e-05,1.3919976646924613e-09,7.859399955904703e-11,6.400304064805512e-06,4.889072394112869e-08,0.00015280708950681367,2.554917371665921e-05,1.1725178179620212e-09,9.43027545374315e-07,0.0005067205934296234,7.622230109227378e-10,0.008006956683223666,0.0022843154637240595,0.0015281758237263967,0.00040263563163334663,0.00021004398297467158,0.00012115398091999441,0.0002019853732231479,1.8423119265360444e-08,8.779668440770236e-14,4.1846138428562005e-08,5.506377754334696e-05,4.702681703567718e-10,7.513371436129666e-06,4.553669935921828e-06,1.6679926935422984e-05,2.0150082678818817e-05,1.6745300400092802e-12,3.098526012294754e-09,4.690031066461869e-09,1.2448857125417496e-09,0.0004841381652955006,0.0007587718595007641,4.733173172483464e-09,0.00020466035103116075,0.01481892739737839,0.0044419132684520085,0.9626843780153641,1.2280757912330198e-07,0.0007912230820027954,7.996398452812734e-07
19502.0,2.266,4.907598036200434e-15,7.363340428637389e-11,1.623779173758011e-07,8.309768204032975e-05,3.6424793644091694e-07,4.190050038986964e-05,6.136867618385257e-08,0.00011632609077351786,3.453903674576106e-14,6.215634286537241e-15,1.373260775478278e-06,9.347709291618889e-08,8.589792277798353e-06,3.7310882873572696e-07,1.898983500232133e-08,4.294634892128753e-05,0.0002332182409265169,0.0007161243812508044,9.801114820350408e-09,1.1334021145502531e-05,1.561638280750569e-10,6.476514749111775e-12,3.700611372043614e-06,3.132435944846656e-08,9.632608864065573e-05,1.4289352229846848e-05,8.965876942422427e-10,1.4272339748132544e-06,0.0002474055688794444,1.6107561245016066e-10,0.005734053472551651,0.0016492089906281443,0.0011384537630842976,0.0002628923438921676,0.0001404882319743601,0.00011257716127447593,6.508640688805082e-05,8.479047420083497e-09,1.4355035854009534e-14,6.468651783692755e-08,6.334764858835028e-05,4.3934510996069865e-10,6.6525222198044954e-06,2.84726950192216e-06,1.0573058638508974e-05,1.3006475935112525e-05,1.2281014359113555e-13,1.08770645011793e-09,2.5149495762368416e-09,2.80630232734759e-10,0.00030577111885674127,0.00048809915096842226,2.0886620502083634e-09,0.00014120199802835593,0.009894311666033898,0.0024490638309182123,0.9754241986150493,7.75625940570083e-08,0.0004776239990305332,1.209973006153056e-06
20409.0,2.45,9.429328897563278e-15,8.089258656257595e-11,1.355811461135484e-07,9.28365981382519e-05,6.011902125698601e-07,4.5053352353984745e-05,6.30446725067974e-08,8.582651694254013e-05,5.859458158332247e-14,9.242382700883365e-15,1.771573536212946e-06,1.3769397768641142e-07,1.0184187501237392e-05,4.940292950588591e-07,2.5340829135172532e-08,4.2134038081191067e-05,0.00029010506750560395,0.0007389489779122594,1.748679363996779e-08,1.2766982700783861e-05,2.2798798664561847e-10,9.651424329934002e-12,3.9030767200915535e-06,3.2242324079822846e-08,9.983324524980941e-05,1.4598942611628693e-05,8.040010670446641e-10,9.57130405604706e-07,0.0002670922945160118,2.58081834936534e-10,0.006122829935836597,0.001774248093706193,0.0010306207324580986,0.0002533702438960123,0.00014134160922492817,0.00010385414418581048,7.748468265989039e-05,8.542162096590198e-09,2.8100595167253423e-14,4.659104439719501e-08,5.019000457385965e-05,3.494439725962766e-10,6.084035146808131e-06,2.98524852236165e-06,1.1073193714723652e-05,1.3357877398782082e-05,2.623911072766117e-13,1.5654998296014012e-09,2.7714241758665875e-09,3.855508698624067e-10,0.00032040861445361527,0.0005126109701405048,2.3679526370026503e-09,0.0001518813507884562,0.01069650803512912,0.002657019986131194,0.9738637871916499,8.127557441188308e-08,0.0005018670811731731,8.131461489953582e-07
