 ,EG00_fresh_recipe,EG00_used_recipe,EG01_fresh_recipe,EG01_used_recipe,EG02_fresh_recipe,EG02_used_recipe,EG03_fresh_recipe,EG03_used_recipe,EG04_fresh_recipe,EG04_used_recipe,EG05_fresh_recipe,EG05_used_recipe,EG06_fresh_recipe,EG06_used_recipe,EG07_fresh_recipe,EG07_used_recipe,EG08_fresh_recipe,EG08_used_recipe,EG09_fresh_recipe,EG09_used_recipe,EG10_fresh_recipe,EG10_used_recipe,EG11_fresh_recipe,EG11_used_recipe,EG12_1_fresh_recipe,EG12_1_used_recipe,EG12_2_fresh_recipe,EG12_2_used_recipe,EG13_1_fresh_recipe,EG13_1_used_recipe,EG13_2_fresh_recipe,EG13_2_used_recipe,EG14_1_fresh_recipe,EG14_1_used_recipe,EG14_2_fresh_recipe,EG14_2_used_recipe,EG15_1_fresh_recipe,EG15_1_used_recipe,EG15_2_fresh_recipe,EG15_2_used_recipe,EG16_1_fresh_recipe,EG16_1_used_recipe,EG16_2_fresh_recipe,EG16_2_used_recipe,EG17_1_fresh_recipe,EG17_1_used_recipe,EG17_2_fresh_recipe,EG17_2_used_recipe,EG18_1_fresh_recipe,EG18_1_used_recipe,EG18_2_fresh_recipe,EG18_2_used_recipe,EG19_fresh_recipe,EG19_used_recipe,EG20_fresh_recipe,EG20_used_recipe,EG21_fresh_recipe,EG21_used_recipe,EG22_fresh_recipe,EG22_used_recipe,EG23_fresh_recipe,EG23_used_recipe,EG24_fresh_recipe,EG24_used_recipe,EG25_fresh_recipe,EG25_used_recipe,EG27_fresh_recipe,EG27_used_recipe,EG28_fresh_recipe,EG28_used_recipe,EG29_1_fresh_recipe,EG29_1_used_recipe,EG29_2_fresh_recipe,EG29_2_used_recipe,EG30_1_fresh_recipe,EG30_1_used_recipe,EG30_2_fresh_recipe,EG30_2_used_recipe,EG31_1_fresh_recipe,EG31_1_used_recipe,EG31_2_fresh_recipe,EG31_2_used_recipe,EG32_1_fresh_recipe,EG32_1_used_recipe,EG32_2_fresh_recipe,EG32_2_used_recipe,EG33_1_fresh_recipe,EG33_1_used_recipe,EG33_2_fresh_recipe,EG33_2_used_recipe,EG34_1_fresh_recipe,EG34_1_used_recipe,EG34_2_fresh_recipe,EG34_2_used_recipe,EG35_1_fresh_recipe,EG35_1_used_recipe,EG35_2_fresh_recipe,EG35_2_used_recipe,EG36_1_fresh_recipe,EG36_1_used_recipe,EG36_2_fresh_recipe,EG36_2_used_recipe,EG37_1_fresh_recipe,EG37_1_used_recipe,EG37_2_fresh_recipe,EG37_2_used_recipe,EG37_3_fresh_recipe,EG37_3_used_recipe,EG38_1_fresh_recipe,EG38_1_used_recipe,EG38_2_fresh_recipe,EG38_2_used_recipe,EG39_1_fresh_recipe,EG39_1_used_recipe,EG39_2_fresh_recipe,EG39_2_used_recipe,EG39_3_fresh_recipe,EG39_3_used_recipe,EG40_1_fresh_recipe,EG40_1_used_recipe,EG40_2_fresh_recipe,EG40_2_used_recipe
ZR89(1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZR90(1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZR93,0.0,0.0010689523056701933,0.0,0.0010689523056701933,0.0,0.0026361030508115484,0.0,0.00015829380455372412,0.0,0.004425986084666535,0.0,0.0022749497798491623,0.0,0.0003605824003073353,0.0,0.0009559496775332583,0.0,0.015590873416678263,0.0,0.001109972930183241,0.0,0.0001350026057574812,0.0,0.0029009326788746325,0.0,0.00015819406815964447,0.0,0.0007386044102685171,0.0,0.0010730212049901776,0.0,0.0007636666217238858,0.0,0.0007224716352753304,0.0,0.0007760837877533681,0.0,0.0010799694012280493,0.0,0.0019890289672329837,0.0,0.0010700426404877657,0.0,0.00550197655540743,0.0,0.0010699655153271989,0.0,0.000796066657211761,0.0,0.0014939309795154328,0.0,0.0014389354883548714,0.0,0.00014239670426323162,0.0,0.0001339972897818829,0.0,0.0008623781741216094,0.0,0.0008563695662203642,0.0,0.001271990597847045,0.0,0.0011760093969011907,0.0,0.0010620001958003798,0.0,0.0004006980623612817,0.0,0.0005795236162465005,0.0,0.0007224850436407178,0.0,0.0007471718873954887,0.0,0.0007224850436407178,0.0,0.0007365829820458489,0.0,0.0010799822028654462,0.0,0.0027202075909088645,0.0,0.0010629772766599605,0.0,0.0021220161801514415,0.0,0.0011780389383760645,0.0,0.0007359280756538871,0.0,0.0011810084923123717,0.0,0.0007359851163510593,0.0,0.0010600336955618587,0.0,0.004172010281655534,0.0,0.0008624668172867342,0.0,0.0024192554903745183,0.0,0.0010690509206120447,0.0,0.0015641062401947146,0.0,0.0012430596075147355,0.0,0.00024009118432428305,0.0,0.0013180520576987302,0.0,0.0007042055664733168,0.0,0.0007042055664733168,0.0,0.0007042055664733168,0.0,0.002727974798968236,0.0,0.0017339242657382077
ZR95,0.0,6.724699958495838e-05,0.0,6.724699958495838e-05,0.0,0.00014000547310835237,0.0,6.270754569528768e-05,0.0,2.39899245754971e-05,0.0,0.00022739498019239542,0.0,0.00014509291814918012,0.0,5.3327192785406555e-05,0.0,8.436472619826672e-05,0.0,3.9239043045396744e-05,0.0,5.20210040852161e-05,0.0,8.861794346841432e-05,0.0,6.269764901143937e-05,0.0,6.59303936758778e-05,0.0,6.73013300054417e-05,0.0,5.968739118855406e-05,0.0,3.532861297477844e-05,4.331157211949997e-11,0.0,0.0,6.703810060956337e-05,0.0,0.0001340019515380693,0.0,6.73026819671277e-05,0.0,0.0005368977122134222,0.0,6.729783101076681e-05,4.131933031313076e-12,6.721718464737416e-05,0.0,9.380566612338872e-05,0.0,8.821604501922637e-05,0.0,5.7928659255400337e-05,0.0,0.0,0.0,7.021822285113568e-05,0.0,7.009750886507184e-05,0.0,0.00012169910043866775,0.0,9.478075734548882e-05,0.0,5.964001099579534e-05,0.0,5.828971813086876e-05,0.0,6.026245576361368e-07,0.0,3.5319268846214746e-05,0.0,0.0,0.0,3.5319268846214746e-05,0.0,5.8258653996729774e-05,0.0,6.699889591850453e-05,0.0,0.0001830139665942361,0.0,6.639858059287053e-05,0.0,0.00014210108350590003,0.0,0.00010090333521404492,0.0,5.83222249927092e-05,0.0,0.00010160073058335052,0.0,5.8338820228153263e-05,0.0,6.649211360179998e-05,0.0,0.00020490050496433819,0.0,7.024729729204994e-05,0.0,0.0002756291083700774,0.0,6.725320337807297e-05,0.0,0.00012000815142158936,0.0,7.48535893986146e-05,0.0,2.5309070700739708e-05,0.0,8.419332529412451e-05,0.0,6.802053767610765e-05,0.0,6.802053767610765e-05,0.0,6.802053767610765e-05,0.0,0.0001042990364854791,0.0,0.00010439544022091631
ZR97,0.0,7.724655342658787e-07,0.0,7.724655342658787e-07,0.0,0.0,0.0,7.528705334712501e-07,0.0,2.9979905742951356e-07,0.0,2.306949073455832e-06,0.0,3.7988145833820485e-09,0.0,6.479658902108278e-07,0.0,0.0,0.0,4.826882282877932e-07,0.0,0.0,0.0,9.71477455197072e-07,0.0,7.529717656397743e-07,0.0,8.318049667768109e-07,0.0,7.727152703596554e-07,0.0,7.357678411214288e-07,0.0,4.272832245718321e-07,0.0,0.0,0.0,7.749780425479058e-07,0.0,1.6200235932214348e-06,0.0,7.726307888232222e-07,0.0,7.383968536010262e-06,0.0,7.728750904639178e-07,0.0,7.922668163658815e-07,0.0,9.61555575570308e-07,0.0,9.339581279523627e-07,0.0,7.291831232355933e-07,0.0,0.0,0.0,7.908799836650985e-07,0.0,7.638728533812894e-07,0.0,1.4849890234299229e-06,0.0,1.156009237089946e-06,0.0,6.655001226978839e-07,0.0,5.903971450414295e-07,0.0,0.0,0.0,4.2729115452965914e-07,0.0,0.0,0.0,4.2729115452965914e-07,0.0,7.236832800795287e-07,0.0,7.748872305559576e-07,0.0,2.2201694308153232e-06,0.0,7.672835977245416e-07,0.0,1.72201313017002e-06,0.0,0.0,0.0,7.247276483576193e-07,0.0,0.0,0.0,7.249853387968994e-07,0.0,7.630242544468851e-07,0.0,0.0,0.0,7.912695565437596e-07,0.0,3.411360263607888e-06,0.0,7.727368066949737e-07,0.0,1.46409944734339e-06,0.0,8.639414279420595e-07,0.0,2.508907877841009e-07,0.0,8.688343154238672e-07,0.0,8.122064201783981e-07,0.0,8.122064201783981e-07,0.0,8.122064201783981e-07,0.0,1.1089897551524097e-06,0.0,1.000956280279092e-06
ZR98,0.0,4.0378198412499917e-10,0.0,4.0378198412499917e-10,0.0,0.0,0.0,3.9378458770218923e-10,0.0,1.5089952557075917e-10,0.0,1.1399748347376023e-09,0.0,1.873908536261637e-12,0.0,3.3318246083062937e-10,0.0,0.0,0.0,2.5479378613575663e-10,0.0,0.0,0.0,4.992884131548101e-10,0.0,3.937852341420227e-10,0.0,4.4490265655085743e-10,0.0,4.041079859613521e-10,0.0,3.933828060575837e-10,0.0,2.2419119810204716e-10,0.0,0.0,0.0,4.0508852262729883e-10,0.0,8.509123922667401e-10,0.0,4.039160957878585e-10,0.0,3.958983130290442e-09,0.0,4.038869828417342e-10,0.0,3.290862164155139e-11,0.0,4.725781666124454e-10,0.0,4.6687906845927e-10,0.0,3.8509108716130965e-10,0.0,0.0,0.0,4.1658945656199266e-10,0.0,4.04585621780429e-10,0.0,7.881941739174849e-10,0.0,6.075048542665589e-10,0.0,3.4810006417901336e-10,0.0,3.1459847870940663e-10,0.0,0.0,0.0,2.241953588709328e-10,0.0,0.0,0.0,2.241953588709328e-10,0.0,3.877910405068968e-10,0.0,4.0499332607454224e-10,0.0,1.1600885314170157e-09,0.0,4.01391419427383e-10,0.0,9.009068693206569e-10,0.0,0.0,0.0,3.8791479894842073e-10,0.0,0.0,0.0,3.882921476618428e-10,0.0,3.9901268351809587e-10,0.0,0.0,0.0,4.165839722685837e-10,0.0,1.819192119467238e-09,0.0,4.038192345586002e-10,0.0,7.804530114117361e-10,0.0,4.470214356871173e-10,0.0,1.3299511668108974e-10,0.0,4.38317311752165e-10,0.0,4.3510343932482266e-10,0.0,4.3510343932482266e-10,0.0,4.3510343932482266e-10,0.0,4.152961634939547e-10,0.0,4.684795377729817e-10
ZR99,0.0,3.1388599508875e-11,0.0,3.1388599508875e-11,0.0,0.0,0.0,2.6358968338826073e-11,0.0,1.138996418986711e-11,0.0,7.69083022277798e-11,0.0,0.0,0.0,2.543866087494361e-11,0.0,0.0,0.0,1.9309529082737285e-11,0.0,0.0,0.0,3.715913765838723e-11,0.0,2.634901198487125e-11,0.0,3.085018420902214e-11,0.0,3.142062093270399e-11,0.0,3.092864817326147e-11,0.0,1.731932003179062e-11,0.0,0.0,0.0,3.150910725249614e-11,0.0,6.48009437288574e-11,0.0,3.1391250920477544e-11,0.0,3.046987016417019e-10,0.0,3.1388988342168946e-11,0.0,0.0,0.0,3.4978383978212744e-11,0.0,3.473844257501615e-11,0.0,2.6249392464254425e-11,0.0,0.0,0.0,3.259917494940221e-11,0.0,3.194886459684801e-11,0.0,5.983955768487986e-11,0.0,4.670037315925646e-11,0.0,2.7330005038817684e-11,0.0,2.085989912866568e-11,0.0,0.0,0.0,1.7309641668402524e-11,0.0,0.0,0.0,1.7309641668402524e-11,0.0,3.048929557775989e-11,0.0,3.1499480916908847e-11,0.0,8.873677189019983e-11,0.0,3.118933326342819e-11,0.0,6.87705243680559e-11,0.0,0.0,0.0,3.0491163237786414e-11,0.0,0.0,0.0,3.051938281390534e-11,0.0,3.1020986072008354e-11,0.0,0.0,0.0,3.2598745789620327e-11,0.0,1.36714438005042e-10,0.0,3.1391495227326556e-11,0.0,5.951404242582319e-11,0.0,3.400163045494852e-11,0.0,8.678681335903593e-12,0.0,3.386133738518893e-11,0.0,2.951023326700877e-11,0.0,2.951023326700877e-11,0.0,2.951023326700877e-11,0.0,2.2939788082232895e-11,0.0,3.2648573977135225e-11
ZR100,0.0,8.627615054557931e-11,0.0,8.627615054557931e-11,0.0,0.0,0.0,8.86365308631845e-11,0.0,3.0869902944793476e-11,0.0,2.512944526048767e-10,0.0,0.0,0.0,6.960633582959217e-11,0.0,0.0,0.0,5.225872552376233e-11,0.0,0.0,0.0,1.0599754014502278e-10,0.0,8.864667599464274e-11,0.0,1.026006126368127e-10,0.0,8.624170430414997e-11,0.0,8.44963068425669e-11,0.0,4.623818465762114e-11,0.0,0.0,0.0,8.653754813173646e-11,0.0,1.7300251952302978e-10,0.0,8.629343873615823e-11,0.0,8.194965080255159e-10,0.0,8.617722253354953e-11,0.0,0.0,0.0,8.705597796292743e-11,0.0,8.731608536702389e-11,0.0,8.771796978911992e-11,0.0,0.0,0.0,8.968773009852406e-11,0.0,8.805687062279924e-11,0.0,1.6159880551264344e-10,0.0,1.2480099722216717e-10,0.0,7.551001392173887e-11,0.0,6.849966875904118e-11,0.0,0.0,0.0,4.6229043000014374e-11,0.0,0.0,0.0,4.6229043000014374e-11,0.0,8.306808080172233e-11,0.0,8.647857491092942e-11,0.0,2.3601801156415145e-10,0.0,8.565816887929653e-11,0.0,1.8320139689149112e-10,0.0,0.0,0.0,8.321317458236166e-11,0.0,0.0,0.0,8.320831729833103e-11,0.0,8.515270677084176e-11,0.0,0.0,0.0,8.967654976727456e-11,0.0,3.6453849782617276e-10,0.0,8.62541084216921e-11,0.0,1.6081092290492974e-10,0.0,9.003431734879456e-11,0.0,2.890893852067898e-11,0.0,9.447373132837561e-11,0.0,9.029071371325728e-11,0.0,9.029071371325728e-11,0.0,9.029071371325728e-11,0.0,4.5319581337698116e-11,0.0,7.026693088432749e-11
ZR101,0.0,2.5888844895978774e-11,0.0,2.5888844895978774e-11,0.0,0.0,0.0,1.565938710872596e-11,0.0,8.645972816996578e-12,0.0,4.444901877551441e-11,0.0,0.0,0.0,2.148886879726958e-11,0.0,0.0,0.0,1.503963321617653e-11,0.0,0.0,0.0,3.3719217487643096e-11,0.0,1.5659412815297298e-11,0.0,2.0040119661225405e-11,0.0,2.58905116469671e-11,0.0,2.5488885933929356e-11,0.0,1.3109485312746825e-11,0.0,0.0,0.0,2.599926336289748e-11,0.0,4.610067138735071e-11,0.0,2.589103174040024e-11,0.0,2.2579903784278402e-10,0.0,2.5889165599832878e-11,0.0,0.0,0.0,2.3618908792606778e-11,0.0,2.3678938404616647e-11,0.0,1.6319622286347895e-11,0.0,0.0,0.0,2.744930528715002e-11,0.0,2.735902771110365e-11,0.0,4.5779661611193176e-11,0.0,3.502027982948954e-11,0.0,2.3230004282902845e-11,0.0,1.3589934283728024e-11,0.0,0.0,0.0,1.3109728611944374e-11,0.0,0.0,0.0,1.3109728611944374e-11,0.0,2.4889424956721666e-11,0.0,2.599957155046444e-11,0.0,6.299480740858433e-11,0.0,2.572944997973733e-11,0.0,4.946037713020278e-11,0.0,0.0,0.0,2.4980953023283194e-11,0.0,0.0,0.0,2.4989494643495885e-11,0.0,2.5560812508076518e-11,0.0,0.0,0.0,2.7448943924082146e-11,0.0,9.249976862535725e-11,0.0,2.5891233241015752e-11,0.0,4.5533092785208025e-11,0.0,2.5881241063943166e-11,0.0,5.6597921835711874e-12,0.0,2.8861139897712716e-11,0.0,1.5510122601535276e-11,0.0,1.5510122601535276e-11,0.0,1.5510122601535276e-11,0.0,7.558930170601502e-12,0.0,1.582930860820982e-11
ZR102,0.0,1.3089415978693014e-10,0.0,1.3089415978693014e-10,0.0,0.0,0.0,1.1969531525635362e-11,0.0,4.6569853584030845e-11,0.0,3.4699234004732285e-11,0.0,0.0,0.0,1.2339350440125948e-10,0.0,0.0,0.0,8.280798049412091e-11,0.0,0.0,0.0,1.6909607583512595e-10,0.0,1.1969551174911153e-11,0.0,1.530009135812119e-11,0.0,1.3050257898529186e-10,0.0,1.3379415213651422e-10,0.0,7.245715528311479e-11,0.0,0.0,0.0,1.309962884822912e-10,0.0,2.430035389832152e-10,0.0,1.3090521648583977e-10,0.0,1.1619950485974979e-09,0.0,1.3099577804473183e-10,0.0,0.0,0.0,1.0009537553513709e-10,0.0,1.046953062062231e-10,0.0,1.2489710928706201e-11,0.0,0.0,0.0,1.4089643406045312e-10,0.0,1.4119498219326884e-10,0.0,2.477981683541649e-10,0.0,1.9210153498700574e-10,0.0,1.1710002158966523e-10,0.0,1.0969946953090244e-11,0.0,0.0,0.0,7.244850022390312e-11,0.0,0.0,0.0,7.244850022390312e-11,0.0,1.3099697345642983e-10,0.0,1.3099784127349393e-10,0.0,3.320253383021114e-10,0.0,1.2959722959090393e-10,0.0,2.6320200688777543e-10,0.0,0.0,0.0,1.3140501310085715e-10,0.0,0.0,0.0,1.313973427833277e-10,0.0,1.2870409114982192e-10,0.0,0.0,0.0,1.4089457919501549e-10,0.0,4.530478450349966e-10,0.0,1.3090623527419706e-10,0.0,2.4431659493578563e-10,0.0,1.2850616216061425e-10,0.0,4.180846487546137e-12,0.0,1.2980512677488256e-10,0.0,1.4000110665473494e-11,0.0,1.4000110665473494e-11,0.0,1.4000110665473494e-11,0.0,3.927963713470393e-12,0.0,4.731793324955709e-11
ZR103,0.0,3.108861289362611e-12,0.0,3.108861289362611e-12,0.0,0.0,0.0,1.554939141383708e-12,0.0,1.0699966359225467e-12,0.0,4.059910376346198e-12,0.0,0.0,0.0,3.122835609766073e-12,0.0,0.0,0.0,1.9639521034953926e-12,0.0,0.0,0.0,3.6569151350032855e-12,0.0,1.555941656488033e-12,0.0,2.424014473992534e-12,0.0,3.1090614411131985e-12,0.0,3.3868519677606403e-12,0.0,1.7409316498468513e-12,0.0,0.0,0.0,3.1209115752155015e-12,0.0,5.300077187699756e-12,0.0,3.109123896520059e-12,0.0,2.556989104357833e-11,0.0,3.1088998010768794e-12,0.0,0.0,0.0,2.5248833489132983e-12,0.0,2.7078785979603834e-12,0.0,1.776958872723052e-12,0.0,0.0,0.0,3.413913597461937e-12,0.0,3.429878108519208e-12,0.0,5.752957475954442e-12,0.0,4.545036317105367e-12,0.0,2.764000509597222e-12,0.0,1.6419920598882571e-12,0.0,0.0,0.0,1.7409639598318196e-12,0.0,0.0,0.0,1.7409639598318196e-12,0.0,3.3389228577940396e-12,0.0,3.119948586055733e-12,0.0,7.252553473996723e-12,0.0,3.0799341600307416e-12,0.0,5.847044583103431e-12,0.0,0.0,0.0,3.351127845517293e-12,0.0,0.0,0.0,3.3509322349081517e-12,0.0,3.0590972403054014e-12,0.0,0.0,0.0,3.4148686156918226e-12,0.0,8.759925109628112e-12,0.0,3.1081480460825396e-12,0.0,5.636382845100647e-12,0.0,3.314158921402923e-12,0.0,0.0,0.0,2.436096215898412e-12,0.0,2.3510185838948704e-12,0.0,2.3510185838948704e-12,0.0,2.3510185838948704e-12,0.0,0.0,0.0,1.7299244404423872e-12
ZR104,0.0,1.6689255361679634e-12,0.0,1.6689255361679634e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8189042504529257e-12,0.0,0.0,0.0,1.0729738325104664e-12,0.0,0.0,0.0,1.7809586697951467e-12,0.0,0.0,0.0,0.0,0.0,1.6740330821561578e-12,0.0,2.0469105338075083e-12,0.0,0.0,0.0,0.0,0.0,1.6699526852322616e-12,0.0,2.5500371374781846e-12,0.0,1.670066551041653e-12,0.0,1.4349938853161872e-11,0.0,1.6699461781274974e-12,0.0,0.0,0.0,1.056951168238161e-12,0.0,1.2749428406201954e-12,0.0,0.0,0.0,0.0,0.0,1.929951154979947e-12,0.0,2.0009288907133917e-12,0.0,3.1269768863739853e-12,0.0,2.370018937632502e-12,0.0,1.5170002796884897e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.028953123229741e-12,0.0,1.6699724803567546e-12,0.0,3.4802655942510474e-12,0.0,1.6529646644580572e-12,0.0,2.863021830242025e-12,0.0,0.0,0.0,2.036077676357269e-12,0.0,0.0,0.0,2.033958867741922e-12,0.0,1.643052228120881e-12,0.0,0.0,0.0,1.9299257476677065e-12,0.0,3.8684085311156e-12,0.0,1.6690795009368593e-12,0.0,3.1102112576761907e-12,0.0,1.804086510021386e-12,0.0,0.0,0.0,0.0,0.0,1.1700092484717135e-12,0.0,1.1700092484717135e-12,0.0,1.1700092484717135e-12,0.0,0.0,0.0,0.0
NB84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB87(1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB88(1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
